Product,Size,Date,Sales,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6
Yog- Non Fat,90 gm,2025-03-01,5500.0,6500.0,6200.0,5700.0,13600.0,6133.333333333333,5150.0
Yog- Non Fat,90 gm,2025-04-01,5400.0,5500.0,6500.0,6200.0,5900.0,6066.666666666667,5100.0
Yog- Non Fat,90 gm,2025-05-01,,5400.0,5500.0,6500.0,6200.0,5800.0,4883.333333333333
Yoghurt  - Drinking ,180 ml,2024-01-01,159700.0,0.0,0.0,0.0,0.0,5450.0,5860.0
Yoghurt  - Drinking ,180 ml,2024-02-01,158500.0,159700.0,0.0,0.0,0.0,82550.0,36660.0
Yoghurt  - Drinking ,180 ml,2024-03-01,183500.0,158500.0,159700.0,0.0,0.0,159100.0,67120.0
Yoghurt  - Drinking ,180 ml,2024-04-01,138900.0,183500.0,158500.0,159700.0,0.0,167233.33333333334,102520.0
Yoghurt  - Drinking ,180 ml,2024-05-01,130600.0,138900.0,183500.0,158500.0,0.0,160300.0,129200.0
Yoghurt  - Drinking ,180 ml,2024-06-01,77600.0,130600.0,138900.0,183500.0,0.0,151000.0,154240.0
Yoghurt  - Drinking ,180 ml,2024-07-01,84200.0,77600.0,130600.0,138900.0,0.0,115700.0,141466.66666666666
Yoghurt  - Drinking ,180 ml,2024-08-01,82900.0,84200.0,77600.0,130600.0,0.0,97466.66666666667,128883.33333333333
Yoghurt  - Drinking ,180 ml,2024-09-01,62700.0,82900.0,84200.0,77600.0,0.0,81566.66666666667,116283.33333333333
Yoghurt  - Drinking ,180 ml,2024-10-01,46500.0,62700.0,82900.0,84200.0,0.0,76600.0,96150.0
Yoghurt  - Drinking ,180 ml,2024-11-01,53200.0,46500.0,62700.0,82900.0,0.0,64033.333333333336,80750.0
Yoghurt  - Drinking ,180 ml,2024-12-01,56200.0,53200.0,46500.0,62700.0,0.0,54133.333333333336,67850.0
Yoghurt  - Drinking ,180 ml,2025-01-01,55700.0,56200.0,53200.0,46500.0,159700.0,51966.666666666664,64283.333333333336
Yoghurt  - Drinking ,180 ml,2025-02-01,68700.0,55700.0,56200.0,53200.0,158500.0,55033.333333333336,59533.333333333336
Yoghurt  - Drinking ,180 ml,2025-03-01,63800.0,68700.0,55700.0,56200.0,183500.0,60200.0,57166.666666666664
Yoghurt  - Drinking ,180 ml,2025-04-01,57500.0,63800.0,68700.0,55700.0,138900.0,62733.333333333336,57350.0
Yoghurt  - Drinking ,180 ml,2025-05-01,72100.0,57500.0,63800.0,68700.0,130600.0,63333.333333333336,59183.333333333336
Yoghurt  - Plain ,90 gm,2024-01-01,6806000.0,0.0,0.0,0.0,0.0,60650.0,60380.0
Yoghurt  - Plain ,90 gm,2024-02-01,7001000.0,6806000.0,0.0,0.0,0.0,3431750.0,1410340.0
Yoghurt  - Plain ,90 gm,2024-03-01,7464000.0,7001000.0,6806000.0,0.0,0.0,6903500.0,2799400.0
Yoghurt  - Plain ,90 gm,2024-04-01,6909000.0,7464000.0,7001000.0,6806000.0,0.0,7090333.333333333,4278460.0
Yoghurt  - Plain ,90 gm,2024-05-01,6266000.0,6909000.0,7464000.0,7001000.0,0.0,7124666.666666667,5647500.0
Yoghurt  - Plain ,90 gm,2024-06-01,6280000.0,6266000.0,6909000.0,7464000.0,0.0,6879666.666666667,6889200.0
Yoghurt  - Plain ,90 gm,2024-07-01,7048000.0,6280000.0,6266000.0,6909000.0,0.0,6485000.0,6787666.666666667
Yoghurt  - Plain ,90 gm,2024-08-01,7094000.0,7048000.0,6280000.0,6266000.0,0.0,6531333.333333333,6828000.0
Yoghurt  - Plain ,90 gm,2024-09-01,6821000.0,7094000.0,7048000.0,6280000.0,0.0,6807333.333333333,6843500.0
Yoghurt  - Plain ,90 gm,2024-10-01,6833000.0,6821000.0,7094000.0,7048000.0,0.0,6987666.666666667,6736333.333333333
Yoghurt  - Plain ,90 gm,2024-11-01,6063000.0,6833000.0,6821000.0,7094000.0,0.0,6916000.0,6723666.666666667
Yoghurt  - Plain ,90 gm,2024-12-01,7025000.0,6063000.0,6833000.0,6821000.0,0.0,6572333.333333333,6689833.333333333
Yoghurt  - Plain ,90 gm,2025-01-01,6454400.0,7025000.0,6063000.0,6833000.0,6806000.0,6640333.333333333,6814000.0
Yoghurt  - Plain ,90 gm,2025-02-01,6890200.0,6454400.0,7025000.0,6063000.0,7001000.0,6514133.333333333,6715066.666666667
Yoghurt  - Plain ,90 gm,2025-03-01,6807000.0,6890200.0,6454400.0,7025000.0,7464000.0,6789866.666666667,6681100.0
Yoghurt  - Plain ,90 gm,2025-04-01,7047900.0,6807000.0,6890200.0,6454400.0,6909000.0,6717200.0,6678766.666666667
Yoghurt  - Plain ,90 gm,2025-05-01,7338600.0,7047900.0,6807000.0,6890200.0,6266000.0,6915033.333333333,6714583.333333333
